minutes_working_since_last_maintenance,maintenance,chlorine_level_ppm,electric_supply,provider,team
120,0,3.81452,19.98355,providerA,teamA
135,0,4.88159,9.06799,providerA,teamA
150,0,1.16877,19.77523,providerA,teamA
165,0,2.38883,13.04277,providerA,teamA
180,0,3.74112,4.59731,providerA,teamA
195,0,0.77567,13.36253,providerA,teamA
210,0,1.39382,5.82685,providerA,teamA
225,0,1.6256,10.77693,providerA,teamA
240,0,4.97697,12.48682,providerA,teamA
255,0,3.42452,11.11584,providerA,teamA
270,0,2.70201,12.45474,providerA,teamA
285,0,2.89758,18.46823,providerA,teamA
300,0,4.93937,19.01409,providerA,teamA
315,0,3.37442,19.36143,providerA,teamA
330,0,1.40452,11.9492,providerA,teamA
345,0,4.27289,11.88714,providerA,teamA
360,0,3.41295,8.84841,providerA,teamA
375,0,3.60839,9.73686,providerA,teamA
390,0,3.16901,9.79044,providerA,teamA
405,0,0.11093,16.41574,providerA,teamA
420,0,2.27061,13.03677,providerA,teamA
435,0,4.1088,14.1669,providerA,teamA
450,0,0.40681,12.66569,providerA,teamA
465,0,3.22774,15.84945,providerA,teamA
480,0,4.31187,13.42515,providerA,teamA
495,0,2.59438,17.89302,providerA,teamA
510,0,2.4169,11.54651,providerA,teamA
525,0,2.1752,14.33168,providerA,teamA
540,0,2.19594,14.25854,providerA,teamA
555,0,0.68697,5.80993,providerA,teamA
570,0,0.87351,8.9733,providerA,teamA
585,0,1.12619,5.96012,providerA,teamA
600,0,4.55959,17.19032,providerA,teamA
615,0,2.16624,8.03217,providerA,teamA
630,0,3.35552,6.50613,providerA,teamA
645,0,4.07552,9.82588,providerA,teamA
660,0,0.67241,18.09854,providerA,teamA
675,0,2.21319,5.03156,providerA,teamA
690,0,4.08543,16.23703,providerA,teamA
705,0,0.42825,9.4261,providerA,teamA
720,0,0.50352,11.48118,providerA,teamA
735,0,0.14839,17.35482,providerA,teamA
750,0,1.90923,19.84164,providerA,teamA
765,0,0.13977,14.96101,providerA,teamA
780,0,3.3164,16.76101,providerA,teamA
795,0,4.12297,18.71101,providerA,teamA
810,0,1.6935,20.81101,providerA,teamA
825,0,0.37745,23.06101,providerA,teamA
840,0,0.18296,25.46101,providerA,teamA
855,0,4.80465,28.01101,providerA,teamA
870,0,3.75626,30.71101,providerA,teamA
885,0,0.00821,33.56101,providerA,teamA
900,0,0.39987,36.56101,providerA,teamA
915,0,4.48347,39.71101,providerA,teamA
930,0,2.76634,43.01101,providerA,teamA
945,0,3.98278,46.46101,providerA,teamA
960,0,2.26281,50.06101,providerA,teamA
975,0,1.81605,53.81101,providerA,teamA
990,0,4.81117,57.71101,providerA,teamA
1005,0,3.1892,61.76101,providerA,teamA
1020,0,0.98908,65.96101,providerA,teamA
1035,0,0.17203,70.31101,providerA,teamA
1050,0,2.88224,74.81101,providerA,teamA
1065,0,0.84002,79.46101,providerA,teamA
1080,0,2.73756,84.26101,providerA,teamA
1095,0,0.03277,89.21101,providerA,teamA
1110,0,3.58193,94.31101,providerA,teamA
1125,0,0.95952,99.56101,providerA,teamA
1140,0,1.1915,104.96101,providerA,teamA
1155,0,4.63579,110.51101,providerA,teamA
1170,0,4.62904,116.21101,providerA,teamA
1185,0,1.71196,122.06101,providerA,teamA
1200,0,4.31168,128.06101,providerA,teamA
1215,0,2.35142,134.21101,providerA,teamA
1230,0,4.88399,140.51101,providerA,teamA
1245,0,2.36511,146.96101,providerA,teamA
1260,0,1.98254,153.56101,providerA,teamA
1275,0,2.23472,160.31101,providerA,teamA
1290,0,2.8423,167.21101,providerA,teamA
1305,0,1.14592,174.26101,providerA,teamA
1320,0,0.22017,181.46101,providerA,teamA
1335,0,4.65412,188.81101,providerA,teamA
1350,0,0.93223,196.31101,providerA,teamA
1365,0,2.90997,203.96101,providerA,teamA
1380,0,0.09029,211.76101,providerA,teamA
1395,0,1.01054,219.71101,providerA,teamA
1410,0,2.51092,227.81101,providerA,teamA
1425,0,2.13251,236.06101,providerA,teamA
0,0,0.49763,230.06101,providerA,teamA
15,0,2.1205,224.21101,providerA,teamA
30,0,3.17658,218.51101,providerA,teamA
45,0,4.75574,212.96101,providerA,teamA
60,0,3.15567,207.56101,providerA,teamA
75,0,2.67406,202.31101,providerA,teamA
90,0,2.73786,197.21101,providerA,teamA
105,0,4.93245,192.26101,providerA,teamA
120,1,1.53167,187.46101,providerA,teamA
15,0,4.23199,18.5894,providerA,teamA
30,0,2.87408,15.84586,providerA,teamA
45,0,2.26238,15.00688,providerA,teamA
60,0,4.80747,6.89319,providerA,teamA
75,0,1.60532,8.13907,providerA,teamA
90,0,3.61314,5.03516,providerA,teamA
105,0,4.92156,18.37093,providerA,teamA
120,0,3.88753,14.14955,providerA,teamA
135,0,4.79648,16.95774,providerA,teamA
150,0,3.69092,13.96848,providerA,teamA
165,0,4.0437,17.76824,providerA,teamA
180,0,0.13651,10.93882,providerA,teamA
195,0,4.19972,16.88151,providerA,teamA
210,0,2.59088,13.099,providerA,teamA
225,0,3.70959,11.06548,providerA,teamA
240,0,3.14825,19.58987,providerA,teamA
255,0,3.81252,11.37826,providerA,teamA
270,0,4.93399,15.70346,providerA,teamA
285,0,2.82026,12.91907,providerA,teamA
300,0,3.45156,13.57065,providerA,teamA
315,0,2.65072,19.30974,providerA,teamA
330,0,3.76244,16.84546,providerA,teamA
345,0,1.14344,17.23801,providerA,teamA
360,0,3.14423,9.07961,providerA,teamA
375,0,4.74504,13.25647,providerA,teamA
390,0,3.91386,8.01914,providerA,teamA
405,0,1.22133,13.7015,providerA,teamA
420,0,2.23207,17.25913,providerA,teamA
435,0,2.43075,6.00905,providerA,teamA
450,0,1.2357,12.10272,providerA,teamA
465,0,1.40198,11.78701,providerA,teamA
480,0,3.2354,15.29623,providerA,teamA
495,0,2.38201,15.58789,providerA,teamA
510,0,2.73487,9.45481,providerA,teamA
525,0,2.79142,8.23989,providerA,teamA
540,0,4.4183,12.12874,providerA,teamA
555,0,4.72445,13.95418,providerA,teamA
570,0,1.12392,8.18573,providerA,teamA
585,0,1.55948,17.67067,providerA,teamA
600,0,0.4581,10.47903,providerA,teamA
615,0,4.15246,10.62903,providerA,teamA
630,0,2.1287,10.92903,providerA,teamA
645,0,4.96253,11.37903,providerA,teamA
660,0,0.7832,11.97903,providerA,teamA
675,0,4.53508,12.72903,providerA,teamA
690,0,3.68483,13.62903,providerA,teamA
705,0,4.57115,14.67903,providerA,teamA
720,0,1.71789,15.87903,providerA,teamA
735,0,1.38181,17.22903,providerA,teamA
750,0,3.65306,18.72903,providerA,teamA
765,0,1.09352,20.37903,providerA,teamA
780,0,3.92406,22.17903,providerA,teamA
795,0,1.53019,24.12903,providerA,teamA
810,0,3.19244,26.22903,providerA,teamA
825,0,4.9986,28.47903,providerA,teamA
840,0,4.33928,30.87903,providerA,teamA
855,0,2.14497,33.42903,providerA,teamA
870,0,2.63204,36.12903,providerA,teamA
885,0,2.18242,38.97903,providerA,teamA
900,0,0.81472,41.97903,providerA,teamA
915,0,0.46691,45.12903,providerA,teamA
930,0,1.59095,48.42903,providerA,teamA
945,0,3.84743,51.87903,providerA,teamA
960,0,1.09887,55.47903,providerA,teamA
975,0,4.63542,59.22903,providerA,teamA
990,0,4.67754,63.12903,providerA,teamA
1005,0,3.07808,67.17903,providerA,teamA
1020,0,1.32452,71.37903,providerA,teamA
1035,0,1.5355,75.72903,providerA,teamA
1050,0,4.63657,80.22903,providerA,teamA
1065,0,4.14965,84.87903,providerA,teamA
1080,0,2.78587,89.67903,providerA,teamA
1095,0,3.90333,94.62903,providerA,teamA
1110,0,4.26568,99.72903,providerA,teamA
1125,0,0.71661,104.97903,providerA,teamA
1140,0,3.86696,110.37903,providerA,teamA
1155,0,4.20469,115.92903,providerA,teamA
1170,0,1.23401,121.62903,providerA,teamA
1185,0,4.72308,127.47903,providerA,teamA
1200,0,3.37253,133.47903,providerA,teamA
1215,0,0.14287,139.62903,providerA,teamA
1230,0,0.16717,145.92903,providerA,teamA
1245,0,3.48374,152.37903,providerA,teamA
1260,0,1.35912,158.97903,providerA,teamA
1275,0,3.46665,165.72903,providerA,teamA
1290,0,4.8998,172.62903,providerA,teamA
1305,0,4.22684,179.67903,providerA,teamA
1320,0,1.91043,186.87903,providerA,teamA
1335,0,1.49135,194.22903,providerA,teamA
1350,0,3.73469,201.72903,providerA,teamA
1365,0,2.77374,209.37903,providerA,teamA
1380,0,3.37353,217.17903,providerA,teamA
1395,0,3.60054,225.12903,providerA,teamA
1410,0,3.64215,233.22903,providerA,teamA
1425,0,3.91626,241.47903,providerA,teamA
0,0,2.18721,235.47903,providerA,teamA
15,0,4.01608,229.62903,providerA,teamA
30,0,0.77098,223.92903,providerA,teamA
45,0,3.45291,218.37903,providerA,teamA
60,0,1.38591,212.97903,providerA,teamA
75,0,0.88192,207.72903,providerA,teamA
90,0,3.29936,202.62903,providerA,teamA
105,0,4.88174,197.67903,providerA,teamA
120,1,3.99349,192.87903,providerA,teamA
15,0,1.81452,5.27394,providerA,teamA
30,0,1.40119,13.43944,providerA,teamA
45,0,0.32297,14.86946,providerA,teamA
60,0,4.13516,6.11257,providerA,teamA
75,0,2.08502,11.53029,providerA,teamA
90,0,4.07928,18.72811,providerA,teamA
105,0,0.32928,13.16961,providerA,teamA
120,0,2.35246,13.11049,providerA,teamA
135,0,1.82204,8.31554,providerA,teamA
150,0,0.85961,16.64222,providerA,teamA
165,0,2.78289,15.03275,providerA,teamA
180,0,1.65087,8.39638,providerA,teamA
195,0,2.20802,16.01899,providerA,teamA
210,0,0.68669,17.86756,providerA,teamA
225,0,1.87466,19.67411,providerA,teamA
240,0,0.32543,6.28537,providerA,teamA
255,0,1.37284,7.77477,providerA,teamA
270,0,2.63873,6.46939,providerA,teamA
285,0,2.25231,19.29567,providerA,teamA
300,0,0.22604,12.85133,providerA,teamA
315,0,3.41995,5.39649,providerA,teamA
330,0,0.60425,17.8784,providerA,teamA
345,0,0.69144,19.63144,providerA,teamA
360,0,0.78431,7.24026,providerA,teamA
375,0,4.70247,5.55652,providerA,teamA
390,0,4.1229,6.76091,providerA,teamA
405,0,3.62125,6.55354,providerA,teamA
420,0,3.45133,15.65043,providerA,teamA
435,0,4.48366,13.13122,providerA,teamA
450,0,2.20225,18.36535,providerA,teamA
465,0,1.52518,10.80491,providerA,teamA
480,0,3.45697,18.34947,providerA,teamA
495,0,0.53332,13.28148,providerA,teamA
510,0,2.75791,17.43548,providerA,teamA
525,0,4.76858,11.99988,providerA,teamA
540,0,4.25439,8.79839,providerA,teamA
555,0,3.23903,13.29155,providerA,teamA
570,0,1.09096,16.73329,providerA,teamA
585,0,1.91307,14.15294,providerA,teamA
600,0,3.67263,5.95853,providerA,teamA
615,0,2.58627,13.41656,providerA,teamA
630,0,2.8805,13.71656,providerA,teamA
645,0,2.57176,14.16656,providerA,teamA
660,0,4.82212,14.76656,providerA,teamA
675,0,1.07004,15.51656,providerA,teamA
690,0,1.47344,16.41656,providerA,teamA
705,0,2.42413,17.46656,providerA,teamA
720,0,0.85207,18.66656,providerA,teamA
735,0,2.04098,20.01656,providerA,teamA
750,0,1.40243,21.51656,providerA,teamA
765,0,4.15875,23.16656,providerA,teamA
780,0,3.21897,24.96656,providerA,teamA
795,0,0.25179,26.91656,providerA,teamA
810,0,0.3857,29.01656,providerA,teamA
825,0,2.65267,31.26656,providerA,teamA
840,0,2.40735,33.66656,providerA,teamA
855,0,4.23562,36.21656,providerA,teamA
870,0,1.27756,38.91656,providerA,teamA
885,0,2.38144,41.76656,providerA,teamA
900,0,3.82649,44.76656,providerA,teamA
915,0,1.83559,47.91656,providerA,teamA
930,0,0.45006,51.21656,providerA,teamA
945,0,2.75798,54.66656,providerA,teamA
960,0,2.11778,58.26656,providerA,teamA
975,0,1.20411,62.01656,providerA,teamA
990,0,0.44985,65.91656,providerA,teamA
1005,0,0.98861,69.96656,providerA,teamA
1020,0,3.90077,74.16656,providerA,teamA
1035,0,3.21889,78.51656,providerA,teamA
1050,0,4.40151,83.01656,providerA,teamA
1065,0,3.83426,87.66656,providerA,teamA
1080,0,0.31438,92.46656,providerA,teamA
1095,0,0.73128,97.41656,providerA,teamA
1110,0,4.98385,102.51656,providerA,teamA
1125,0,3.35517,107.76656,providerA,teamA
1140,0,0.14875,113.16656,providerA,teamA
1155,0,2.18789,118.71656,providerA,teamA
1170,0,0.45864,124.41656,providerA,teamA
1185,0,0.94817,130.26656,providerA,teamA
1200,0,3.32047,136.26656,providerA,teamA
1215,0,3.51764,142.41656,providerA,teamA
1230,0,3.86188,148.71656,providerA,teamA
1245,0,1.12804,155.16656,providerA,teamA
1260,0,0.22074,161.76656,providerA,teamA
1275,0,4.80125,168.51656,providerA,teamA
1290,0,2.75913,175.41656,providerA,teamA
1305,0,4.21758,182.46656,providerA,teamA
1320,0,4.675,189.66656,providerA,teamA
1335,0,4.94842,197.01656,providerA,teamA
1350,0,2.77875,204.51656,providerA,teamA
1365,0,3.08458,212.16656,providerA,teamA
1380,0,3.11657,219.96656,providerA,teamA
1395,0,3.715,227.91656,providerA,teamA
1410,0,0.0483,236.01656,providerA,teamA
1425,0,2.87575,244.26656,providerA,teamA
0,0,2.84191,238.26656,providerA,teamA
15,0,3.11386,232.41656,providerA,teamA
30,0,0.69846,226.71656,providerA,teamA
45,0,4.07609,221.16656,providerA,teamA
60,0,0.12951,215.76656,providerA,teamA
75,0,4.60937,210.51656,providerA,teamA
90,0,0.72933,205.41656,providerA,teamA
105,0,0.64781,200.46656,providerA,teamA
120,1,4.8094,195.66656,providerA,teamA
15,0,1.7246,18.47466,providerA,teamA
30,0,1.23358,13.9161,providerA,teamA
45,0,2.88999,14.37101,providerA,teamA
60,0,1.86767,18.44266,providerA,teamA
75,0,2.40629,5.87747,providerA,teamA
90,0,3.87935,11.90143,providerA,teamA
105,0,4.63548,13.77722,providerA,teamA
120,0,2.38818,7.28963,providerA,teamA
135,0,3.31825,9.53011,providerA,teamA
150,0,1.89664,10.45702,providerA,teamA
165,0,3.11934,18.2025,providerA,teamA
180,0,1.46538,7.07504,providerA,teamA
195,0,4.22181,4.21052,providerA,teamA
210,0,2.1668,10.29749,providerA,teamA
225,0,3.76944,11.87231,providerA,teamA
240,0,0.77975,4.09675,providerA,teamA
255,0,4.67039,14.16484,providerA,teamA
270,0,1.38095,19.506,providerA,teamA
285,0,3.17293,15.38764,providerA,teamA
300,0,1.62981,12.64511,providerA,teamA
315,0,4.93774,15.22519,providerA,teamA
330,0,3.60574,15.76919,providerA,teamA
345,0,2.18522,10.9312,providerA,teamA
360,0,4.65017,16.73318,providerA,teamA
375,0,4.47101,19.04739,providerA,teamA
390,0,1.55843,14.0311,providerA,teamA
405,0,4.00139,16.62171,providerA,teamA
420,0,2.29031,12.86386,providerA,teamA
435,0,4.5526,11.63127,providerA,teamA
450,0,0.5965,8.22095,providerA,teamA
465,0,1.43558,12.72655,providerA,teamA
480,0,1.2039,7.34148,providerA,teamA
495,0,4.49133,9.81047,providerA,teamA
510,0,4.78078,5.52788,providerA,teamA
525,0,4.32641,10.21972,providerA,teamA
540,0,3.95431,8.64614,providerA,teamA
555,0,2.38975,19.37365,providerA,teamA
570,0,1.30791,6.63336,providerA,teamA
585,0,3.48951,8.99849,providerA,teamA
600,0,2.17262,15.57223,providerA,teamA
615,0,2.41274,16.61184,providerA,teamA
630,0,4.64849,10.34058,providerA,teamA
645,0,0.97534,9.46926,providerA,teamA
660,0,3.30011,10.06926,providerA,teamA
675,0,2.37332,10.81926,providerA,teamA
690,0,0.2504,11.71926,providerA,teamA
705,0,0.3716,12.76926,providerA,teamA
720,0,3.64334,13.96926,providerA,teamA
735,0,4.65884,15.31926,providerA,teamA
750,0,0.41712,16.81926,providerA,teamA
765,0,0.69026,18.46926,providerA,teamA
780,0,0.69078,20.26926,providerA,teamA
795,0,2.11475,22.21926,providerA,teamA
810,0,1.13081,24.31926,providerA,teamA
825,0,1.03439,26.56926,providerA,teamA
840,0,2.42448,28.96926,providerA,teamA
855,0,0.55476,31.51926,providerA,teamA
870,0,3.40542,34.21926,providerA,teamA
885,0,2.44386,37.06926,providerA,teamA
900,0,2.18189,40.06926,providerA,teamA
915,0,4.85187,43.21926,providerA,teamA
930,0,2.4087,46.51926,providerA,teamA
945,0,1.33595,49.96926,providerA,teamA
960,0,1.39712,53.56926,providerA,teamA
975,0,1.14085,57.31926,providerA,teamA
990,0,0.24782,61.21926,providerA,teamA
1005,0,3.03775,65.26926,providerA,teamA
1020,0,0.19276,69.46926,providerA,teamA
1035,0,3.51927,73.81926,providerA,teamA
1050,0,2.61802,78.31926,providerA,teamA
1065,0,1.28172,82.96926,providerA,teamA
1080,0,1.74163,87.76926,providerA,teamA
1095,0,1.79264,92.71926,providerA,teamA
1110,0,1.25445,97.81926,providerA,teamA
1125,0,0.10527,103.06926,providerA,teamA
1140,0,2.52648,108.46926,providerA,teamA
1155,0,4.7535,114.01926,providerA,teamA
1170,0,1.59286,119.71926,providerA,teamA
1185,0,4.43573,125.56926,providerA,teamA
1200,0,4.01198,131.56926,providerA,teamA
1215,0,4.68523,137.71926,providerA,teamA
1230,0,1.02432,144.01926,providerA,teamA
1245,0,2.39672,150.46926,providerA,teamA
1260,0,0.80746,157.06926,providerA,teamA
1275,0,0.70467,163.81926,providerA,teamA
1290,0,0.64916,170.71926,providerA,teamA
1305,0,2.47518,177.76926,providerA,teamA
1320,0,4.37867,184.96926,providerA,teamA
1335,0,3.80808,192.31926,providerA,teamA
1350,0,0.49958,199.81926,providerA,teamA
1365,0,2.54358,207.46926,providerA,teamA
1380,0,3.18643,215.26926,providerA,teamA
1395,0,1.98786,223.21926,providerA,teamA
1410,0,1.4862,231.31926,providerA,teamA
1425,0,1.54697,239.56926,providerA,teamA
0,0,0.93318,233.56926,providerA,teamA
15,0,2.58595,227.71926,providerA,teamA
30,0,3.05679,222.01926,providerA,teamA
45,0,2.58155,216.46926,providerA,teamA
60,0,4.1444,211.06926,providerA,teamA
75,0,2.38408,205.81926,providerA,teamA
90,0,3.96829,200.71926,providerA,teamA
105,0,0.89197,195.76926,providerA,teamA
120,1,1.27985,190.96926,providerA,teamA
15,0,3.36856,7.3644,providerA,teamA
30,0,4.98776,8.74703,providerA,teamA
45,0,1.54756,9.75799,providerA,teamA
60,0,3.32644,15.01589,providerA,teamA
75,0,4.37455,11.06285,providerA,teamA
90,0,2.01819,5.90235,providerA,teamA
105,0,3.52197,10.75933,providerA,teamA
120,0,4.69927,19.37221,providerA,teamA
135,0,4.28961,7.83112,providerA,teamA
150,0,4.68052,17.92779,providerA,teamA
165,0,0.55936,19.82281,providerA,teamA
180,0,3.47096,12.44545,providerA,teamA
195,0,2.5008,12.61879,providerA,teamA
210,0,1.30363,18.98442,providerA,teamA
225,0,2.39214,14.93068,providerA,teamA
240,0,2.37167,16.83142,providerA,teamA
255,0,3.09571,6.42574,providerA,teamA
270,0,4.10187,10.30572,providerA,teamA
285,0,3.9157,17.75578,providerA,teamA
300,0,3.31654,10.46058,providerA,teamA
315,0,2.56549,11.47549,providerA,teamA
330,0,4.38629,11.82297,providerA,teamA
345,0,1.60292,11.03079,providerA,teamA
360,0,3.08887,7.7843,providerA,teamA
375,0,1.63954,12.54022,providerA,teamA
390,0,1.85358,11.93768,providerA,teamA
405,0,1.71738,17.48642,providerA,teamA
420,0,3.0803,13.15384,providerA,teamA
435,0,1.85198,12.19429,providerA,teamA
450,0,2.40084,7.42638,providerA,teamA
465,0,2.72681,7.76843,providerA,teamA
480,0,3.75827,15.98455,providerA,teamA
495,0,4.68154,19.68182,providerA,teamA
510,0,2.28486,13.39892,providerA,teamA
525,0,4.36638,16.94496,providerA,teamA
540,0,2.64939,15.14187,providerA,teamA
555,0,2.87117,18.63962,providerA,teamA
570,0,0.14354,17.0784,providerA,teamA
585,0,1.86258,17.75596,providerA,teamA
600,0,0.18381,9.84951,providerA,teamA
615,0,3.02535,8.91069,providerA,teamA
630,0,4.58753,8.38662,providerA,teamA
645,0,3.43012,7.16746,providerA,teamA
660,0,4.04671,7.76746,providerA,teamA
675,0,4.53403,8.51746,providerA,teamA
690,0,3.11762,9.41746,providerA,teamA
705,0,4.8961,10.46746,providerA,teamA
720,0,1.24716,11.66746,providerA,teamA
735,0,4.09696,13.01746,providerA,teamA
750,0,2.56368,14.51746,providerA,teamA
765,0,1.19708,16.16746,providerA,teamA
780,0,0.24151,17.96746,providerA,teamA
795,0,2.61125,19.91746,providerA,teamA
810,0,4.2801,22.01746,providerA,teamA
825,0,4.63217,24.26746,providerA,teamA
840,0,0.85773,26.66746,providerA,teamA
855,0,3.40314,29.21746,providerA,teamA
870,0,2.61929,31.91746,providerA,teamA
885,0,4.42806,34.76746,providerA,teamA
900,0,4.265,37.76746,providerA,teamA
915,0,2.57387,40.91746,providerA,teamA
930,0,0.75132,44.21746,providerA,teamA
945,0,4.14304,47.66746,providerA,teamA
960,0,2.67617,51.26746,providerA,teamA
975,0,3.4289,55.01746,providerA,teamA
990,0,4.48803,58.91746,providerA,teamA
1005,0,3.84207,62.96746,providerA,teamA
1020,0,3.30653,67.16746,providerA,teamA
1035,0,4.24357,71.51746,providerA,teamA
1050,0,3.14328,76.01746,providerA,teamA
1065,0,0.40457,80.66746,providerA,teamA
1080,0,0.4204,85.46746,providerA,teamA
1095,0,2.92896,90.41746,providerA,teamA
1110,0,2.11366,95.51746,providerA,teamA
1125,0,2.95085,100.76746,providerA,teamA
1140,0,4.98909,106.16746,providerA,teamA
1155,0,1.74745,111.71746,providerA,teamA
1170,0,3.14271,117.41746,providerA,teamA
1185,0,3.25776,123.26746,providerA,teamA
1200,0,2.22641,129.26746,providerA,teamA
1215,0,2.74115,135.41746,providerA,teamA
1230,0,0.90525,141.71746,providerA,teamA
1245,0,4.18731,148.16746,providerA,teamA
1260,0,4.57211,154.76746,providerA,teamA
1275,0,2.96043,161.51746,providerA,teamA
1290,0,2.78387,168.41746,providerA,teamA
1305,0,4.35174,175.46746,providerA,teamA
1320,0,4.42254,182.66746,providerA,teamA
1335,0,2.72344,190.01746,providerA,teamA
1350,0,0.3068,197.51746,providerA,teamA
1365,0,2.42529,205.16746,providerA,teamA
1380,0,4.22467,212.96746,providerA,teamA
1395,0,0.454,220.91746,providerA,teamA
1410,0,2.78898,229.01746,providerA,teamA
1425,0,4.48311,237.26746,providerA,teamA
0,0,4.55477,231.26746,providerA,teamA
15,0,2.10336,225.41746,providerA,teamA
30,0,1.03071,219.71746,providerA,teamA
45,0,2.94477,214.16746,providerA,teamA
60,0,4.80378,208.76746,providerA,teamA
75,0,2.52391,203.51746,providerA,teamA
90,0,0.05508,198.41746,providerA,teamA
105,0,1.86088,193.46746,providerA,teamA
120,1,1.52467,188.66746,providerA,teamA
15,0,1.4674,13.29183,providerA,teamA
30,0,1.32185,12.31369,providerA,teamA
45,0,1.84355,7.67287,providerA,teamA
60,0,3.12848,13.68758,providerA,teamA
75,0,4.63541,15.61744,providerA,teamA
90,0,2.05076,19.91882,providerA,teamA
105,0,2.5947,14.05207,providerA,teamA
120,0,2.85892,18.54857,providerA,teamA
135,0,0.23083,15.66683,providerA,teamA
150,0,2.98011,9.69235,providerA,teamA
165,0,2.23516,17.85043,providerA,teamA
180,0,0.45751,7.72691,providerA,teamA
195,0,3.21476,6.87112,providerA,teamA
210,0,3.46163,13.43792,providerA,teamA
225,0,1.25044,17.28499,providerA,teamA
240,0,4.94727,18.53884,providerA,teamA
255,0,3.33745,14.40216,providerA,teamA
270,0,2.19155,15.27635,providerA,teamA
285,0,3.69168,17.6728,providerA,teamA
300,0,3.29727,14.8563,providerA,teamA
315,0,3.67467,12.46698,providerA,teamA
330,0,1.22221,4.90547,providerA,teamA
345,0,4.76653,5.13132,providerA,teamA
360,0,2.7469,9.70525,providerA,teamA
375,0,4.48681,6.41441,providerA,teamA
390,0,0.779,13.94862,providerA,teamA
405,0,4.79181,10.09695,providerA,teamA
420,0,3.67864,18.97064,providerA,teamA
435,0,1.93134,7.7836,providerA,teamA
450,0,0.38608,15.44676,providerA,teamA
465,0,3.765,4.96925,providerA,teamA
480,0,3.72152,18.19866,providerA,teamA
495,0,2.10679,15.17595,providerA,teamA
510,0,4.32119,18.36888,providerA,teamA
525,0,4.05328,16.96016,providerA,teamA
540,0,3.1534,9.75603,providerA,teamA
555,0,2.80056,8.80276,providerA,teamA
570,0,3.7193,6.37342,providerA,teamA
585,0,2.64274,18.49812,providerA,teamA
600,0,4.90117,15.05323,providerA,teamA
615,0,3.6623,17.99076,providerA,teamA
630,0,2.76132,18.29076,providerA,teamA
645,0,2.23015,18.74076,providerA,teamA
660,0,3.51571,19.34076,providerA,teamA
675,0,0.74889,20.09076,providerA,teamA
690,0,4.90946,20.99076,providerA,teamA
705,0,0.39032,22.04076,providerA,teamA
720,0,1.62016,23.24076,providerA,teamA
735,0,1.23307,24.59076,providerA,teamA
750,0,0.91828,26.09076,providerA,teamA
765,0,0.33204,27.74076,providerA,teamA
780,0,0.5849,29.54076,providerA,teamA
795,0,4.98447,31.49076,providerA,teamA
810,0,1.03559,33.59076,providerA,teamA
825,0,3.88008,35.84076,providerA,teamA
840,0,1.87538,38.24076,providerA,teamA
855,0,4.05038,40.79076,providerA,teamA
870,0,3.69592,43.49076,providerA,teamA
885,0,4.07984,46.34076,providerA,teamA
900,0,4.38837,49.34076,providerA,teamA
915,0,4.13002,52.49076,providerA,teamA
930,0,1.15278,55.79076,providerA,teamA
945,0,3.36759,59.24076,providerA,teamA
960,0,1.98902,62.84076,providerA,teamA
975,0,3.50191,66.59076,providerA,teamA
990,0,0.58694,70.49076,providerA,teamA
1005,0,1.33561,74.54076,providerA,teamA
1020,0,4.98714,78.74076,providerA,teamA
1035,0,1.2781,83.09076,providerA,teamA
1050,0,2.5618,87.59076,providerA,teamA
1065,0,2.14442,92.24076,providerA,teamA
1080,0,1.57542,97.04076,providerA,teamA
1095,0,2.32079,101.99076,providerA,teamA
1110,0,3.70207,107.09076,providerA,teamA
1125,0,0.31545,112.34076,providerA,teamA
1140,0,0.38099,117.74076,providerA,teamA
1155,0,1.1595,123.29076,providerA,teamA
1170,0,1.2426,128.99076,providerA,teamA
1185,0,0.57478,134.84076,providerA,teamA
1200,0,3.53794,140.84076,providerA,teamA
1215,0,2.75185,146.99076,providerA,teamA
1230,0,2.68617,153.29076,providerA,teamA
1245,0,2.22673,159.74076,providerA,teamA
1260,0,2.84936,166.34076,providerA,teamA
1275,0,1.68619,173.09076,providerA,teamA
1290,0,0.94837,179.99076,providerA,teamA
1305,0,2.60648,187.04076,providerA,teamA
1320,0,2.39594,194.24076,providerA,teamA
1335,0,1.22949,201.59076,providerA,teamA
1350,0,4.75994,209.09076,providerA,teamA
1365,0,0.76042,216.74076,providerA,teamA
1380,0,4.50989,224.54076,providerA,teamA
1395,0,2.61179,232.49076,providerA,teamA
1410,0,1.42286,240.59076,providerA,teamA
1425,0,2.83608,248.84076,providerA,teamA
0,0,3.55774,242.84076,providerA,teamA
15,0,0.71143,236.99076,providerA,teamA
30,0,4.14727,231.29076,providerA,teamA
45,0,4.22954,225.74076,providerA,teamA
60,0,1.40095,220.34076,providerA,teamA
75,0,4.33287,215.09076,providerA,teamA
90,0,4.58151,209.99076,providerA,teamA
105,0,4.64764,205.04076,providerA,teamA
120,1,1.24486,200.24076,providerA,teamA
15,0,1.73713,10.70935,providerA,teamA
30,0,4.60166,13.06541,providerA,teamA
45,0,4.56872,18.90503,providerA,teamA
60,0,3.27374,11.07801,providerA,teamA
75,0,3.14116,14.49996,providerA,teamA
90,0,2.9976,18.33184,providerA,teamA
105,0,2.563,10.14397,providerA,teamA
120,0,0.41396,12.7801,providerA,teamA
135,0,3.78695,5.86416,providerA,teamA
